user_id;gender;user_age;weight;height
17827306908871900;M;28;78;140
17966554323466800;M;98;228;150
17989903121016800;M;128;133;195
17993826710899700;M;62;56;194
18085432231880800;M;101;54;139
18087784698742700;M;116;73;170
18140656063126200;M;118;235;185
18143048727830600;M;30;261;154
18160582560377700;M;134;182;203
18203051850522900;M;45;300;216
18338468631265200;M;81;55;191
18439581256135600;M;103;252;190
18488430118691400;M;124;52;151
18625494227485200;M;142;189;212
18661762523460500;M;65;213;159
18670945430523600;M;23;255;167
18672462524953300;M;25;184;179
18816616336205600;M;44;198;196
18953444231153600;M;53;193;180
19043287792037700;M;105;182;183
19070440308109100;M;43;200;163
19071157792492800;M;55;292;167
19090191181668300;M;97;266;212
19120000477812100;M;44;92;192
19164060984765100;M;107;245;165
19246623286337300;M;98;269;215
19266762599359800;M;125;110;209
19360953299470600;M;30;177;155
19474143027017800;M;112;207;208
19610425114112800;M;84;286;218
19826261588074700;M;77;299;173
19945573065531900;M;149;131;131
19960904067008500;M;79;293;143
19972951013086600;M;55;186;208
19994821154636300;M;99;168;152
20117618910790100;M;54;127;215
20254245003542300;M;45;155;139
20450631072150500;M;81;83;140
20484873050985500;M;76;282;145
20486718937157300;M;140;63;141
20527316214691500;M;90;60;144
20642165963662300;M;114;294;143
20701375505999800;M;31;282;130
20806120312688400;M;84;234;184
20824107966800100;M;142;204;188
20878626943729300;M;67;99;186
20900633881102000;M;37;212;192
20908938371299400;M;93;90;209
20955326577524000;M;137;126;202
21000415911676200;M;84;97;179
21013503640789600;M;120;57;183
21199108737308600;M;128;205;155
21320440120652600;M;22;239;141
21324766144943100;M;24;126;146
21410098077792800;M;145;247;179
21431549817374900;M;20;249;198
21619625274465000;M;104;247;209
21714120096040300;M;144;209;213
21770755397838500;M;83;209;156
21817841241326300;M;45;193;156
21854759826671100;M;89;102;192
21876796702697200;M;118;224;179
21883524421966800;M;124;73;167
22112301671309200;M;138;177;137
22112301671309200;M;138;177;137
22184004594936800;M;104;159;153
22232214506247100;M;75;140;174
22454927203002000;M;128;173;202
22575177637982000;M;139;246;190
22582037958335800;M;113;63;183
22619518630871400;M;109;160;138
22652035104739200;M;73;250;194
22817386690187900;M;39;225;179
22900713267773300;M;104;228;214
22928893486676300;M;74;174;170
23009255112362000;M;136;90;169
23013062198357500;M;56;247;219
23156590245845800;M;116;150;159
23245647689762800;F;146;151;172
23326645784671800;F;65;150;189
23407091655348700;F;111;60;202
23478658309278900;F;145;155;164
23644318749544400;F;149;163;148
23716509289423700;F;46;191;151
23814746008501400;F;102;103;209
23854822011168900;F;132;212;190
23871678007094200;F;26;193;146
24007863935388300;F;131;171;189
24051014579287700;F;109;134;203
24325747998892500;F;102;61;145
24499906299931700;F;126;263;184
24561282987279500;F;27;86;173
24670036886809000;F;20;115;186
24699016654345800;F;148;169;198
24699016654345800;F;148;169;198
24817438387117500;F;124;66;206
25330781107962200;F;96;92;217
25410930967359500;F;121;142;167
25748123686024800;F;39;173;181
25890308980566700;F;125;178;199
25922586180841000;F;100;251;152
26026565731144900;F;36;53;195
26214015555865100;F;146;110;219
26274838213753900;F;15;91;218
26327509305113900;F;16;72;170
26463141440294500;F;19;67;150
26866569831382900;F;127;204;184
26966844813522600;F;56;284;153
27004153836631400;F;125;173;132
27027354807126300;F;94;253;210
27282418293934300;F;71;130;211
27347433408725600;F;118;57;149
27388112316428400;F;58;87;134
27681964328397100;F;42;228;198
27899246322120500;F;32;288;194
27899246322120500;F;32;288;194
28008704714423900;F;92;269;185
28164255444276000;F;140;154;204
28164255444276000;F;140;154;204
28288015914684500;F;139;237;192
28782765045399000;F;43;75;194
28841653534073000;F;109;280;131
28847588333268200;F;17;98;204
28991807606426800;F;95;214;159
29060704485143000;F;42;122;203
29251607875365700;F;88;138;167
29270045854366900;F;15;83;134
29342015001617100;F;94;125;192
29441611749337900;F;25;190;200
29490035885078000;F;18;121;192
29781569596232400;F;93;187;189
29918012319904500;F;113;286;149
30086434786150800;F;143;55;199
30151488518678900;F;25;88;178
30159555315628700;F;88;71;162
30178741125282700;F;68;142;139
30336843580277200;F;48;53;196
30394217372072500;F;30;284;148
30426834641164200;F;63;234;169
30497338289551000;F;40;292;193
30539054112968500;F;135;297;186
30545248551797500;F;71;127;140
30827249203533400;F;22;126;186
31187615492933900;F;98;204;185
31463907511475100;F;31;88;174
31527931609012000;F;127;215;220
31619863437531200;F;69;57;137
31850519340887600;F;86;53;209
31999385962461700;F;124;292;200
32268588031444000;F;138;145;138
32334981573177700;F;82;253;145
32453108891690100;F;99;274;171
32461594173194100;F;150;146;198
32522211174730200;F;57;67;188
32632265006770100;F;79;83;183
32648637306028700;F;50;193;182
32795879092329900;F;18;130;172
32872143299252800;F;82;266;158
32993673023804600;F;87;226;145
33075132617121200;F;125;139;209
33136449929391000;F;88;225;192
33158575486985300;F;134;246;148
33334790630377100;F;40;72;220
33511319842580900;F;136;105;158
33860325045911800;F;126;134;158
34049301751401300;F;37;200;220
34093050126208900;F;89;131;198
34219625649451900;F;69;144;168
34245167848602000;F;140;203;205
34319106073170300;F;107;157;201
34370982531653200;F;135;288;197
34393505708291800;F;65;207;198
34462940441796100;F;125;172;150
34709907920616200;F;127;268;162
34726209195202900;F;125;145;206
34850434417190500;F;125;278;192
34961962118927900;F;125;142;208
35294474724444400;F;22;104;188
35338063801430900;F;78;81;179
35370224616917900;F;137;52;176
35378191736029500;F;147;292;189
35386404575854300;F;128;139;211
35454688512835100;F;106;254;180
35615402068728200;F;85;185;140
35768941734476300;F;149;174;162
35917541858851000;F;79;56;198
35960010976579400;F;134;296;171
35980369040721500;F;75;232;203
36071655827403000;F;62;84;133
36108777124617000;F;121;289;220
36114959642377900;F;70;289;190
36136014447617300;F;60;65;147
36390279338489800;F;63;184;134
36402021306709800;F;77;150;157
36405079868423900;F;108;197;214
36440479209942600;F;113;157;187
36588499448480900;F;101;253;175
36718689716705500;F;16;145;219
36960361447867900;F;146;260;172
37021458462991400;F;117;258;166
37099191495875300;F;143;86;159
37159996796769700;F;68;54;156
37190279995989400;F;107;259;205
37286481162229800;F;100;297;220
37350870605783000;F;92;105;217
37410759558757500;F;113;154;145
37593254106832700;F;83;274;195
38142424737125100;F;145;175;205
38245369382062800;F;88;55;147
38300518457721400;F;126;82;156
38381823474011100;F;87;182;145
38419583459008600;F;110;252;179
38477654838962900;F;65;107;168
38537826178782100;F;52;135;207
38627795991950900;F;90;256;208
38872388176056100;F;94;250;172
38923389466905600;F;105;287;136
38950501203831000;F;140;231;212
39159335928748700;F;36;156;206
39177836392356900;F;146;253;165
39278658957759000;F;19;224;134
39346207165900600;F;16;202;131
39352680690027700;F;118;95;152
39452927289429300;F;31;110;159
39511569050945100;F;108;57;161
39674397767782100;F;17;171;180
39779320866965700;F;22;201;171
39805720851862900;F;50;209;178
39877481215338900;F;145;104;195
39881510216414300;F;148;167;186
39975614382638500;F;119;200;171
40076360745443900;F;27;241;208
40226461399089800;F;130;286;179
40577386833308700;F;121;209;186
40692860118526600;F;93;196;210
40818894043707000;F;113;198;204
40849554932579600;F;125;142;167
40878789108687100;F;109;156;220
41064147022559600;F;69;221;201
41214277520330800;F;90;269;161
41216452567150000;F;27;150;162
41236138875954700;F;73;217;209
41265387853971500;F;32;257;147
41321039060342400;F;137;296;164
41442997888691000;F;46;143;179
41521459937849300;F;21;101;204
41591283313255700;F;149;208;152
41747917688935700;F;29;94;132
41790851622092900;F;72;294;177
41861405824115600;F;90;119;187
41951596482271000;F;62;231;182
42064637715357400;F;87;269;213
42135056998014800;F;16;297;180
42149220564096100;F;85;272;168
42239297852875100;F;82;283;175
42273055242664400;F;118;244;147
42300710608909800;F;29;128;167
42395418827926200;F;86;75;153
42400431901837000;F;59;131;220
42404560380919200;F;77;105;206
42660757284536700;F;20;260;176
42870642402497200;F;27;170;187
42888969766891500;F;24;55;157
42895552165465600;F;101;68;208
43016337534180600;F;100;75;170
43175189008934500;F;55;132;204
43266060011895500;F;147;96;208
43269725896422500;F;94;184;217
43366236139202100;F;22;51;189
43463932884553200;F;149;92;184
43506500992447300;F;108;74;213
43661425218661700;F;88;254;142
43682256504154500;F;118;215;183
43701103233715300;F;85;83;165
43749694578765800;F;24;292;201
43755875145182200;F;64;197;177
43788732960500700;F;68;255;175
44015277413036400;F;96;181;195
44184366650985000;F;34;195;185
44452664359295900;F;32;237;187
44545779252315400;F;101;228;170
44823382723597500;F;112;110;214
45071968733547600;F;47;68;157
45143353900860000;F;89;263;139
45280664616841900;F;22;214;138
45322454507339000;F;91;216;159
45341551774888400;F;137;142;211
45447149345135800;F;77;249;143
45569976187719600;F;69;281;194
45639390790944300;F;51;87;194
45755875065586700;F;69;58;132
45763870556081900;F;61;143;154
45844330003307400;F;113;64;208
45862311507763400;F;117;160;175
46036297552817100;F;20;253;170
46870300875966500;F;21;163;134
46931149194647300;F;47;264;209
47077193313542600;F;139;204;209
47107055468005200;F;17;241;147
47148354618672200;F;116;101;177
47321057846991100;F;43;104;197
47380109940144900;F;104;297;151
47385700197051800;F;28;86;171
47403984925768900;F;74;256;183
47406095532458700;F;117;285;167
47527484879691400;F;45;275;176
47839621620433300;F;39;210;193
47941245274216200;F;126;62;191
48142079389558500;F;123;285;169
48192019147810300;F;77;263;141
48211504313786900;F;129;59;175
48569655615616400;F;113;232;181
48663705596884100;F;89;117;137
48720201945255800;F;114;183;167
48768622056235800;F;47;160;155
48783328284135800;F;77;58;211
48808377324653100;F;27;205;197
48900639204927100;F;92;254;184
49147562892617600;F;104;210;176
49295775826060600;F;91;184;159
49459656347378800;F;24;127;198
49464613944768900;F;142;298;203
49689245823371500;F;122;232;144
49796990193558300;F;47;274;174
49860925826430900;F;76;201;204
50277672887452800;F;92;231;130
50282469376756100;F;98;257;168
50409020370296000;F;25;65;139
50616811673300700;F;107;102;157
50813166739738200;F;112;95;218
50918692880268700;F;19;164;193
51082356163177300;F;19;178;164
51124255394471700;F;132;83;163
51167863383870800;F;45;151;170
51178519587254000;F;109;283;175
51191251163475400;F;134;193;179
51366453166633100;F;33;244;212
51491442375620300;F;107;69;177
51645494157854600;F;64;72;189
51659659739416200;F;141;169;211
51963423731385800;F;31;212;197
52141455130165900;F;94;211;138
52187904786759400;F;74;154;199
52206143448547300;F;49;296;213
52248883152857600;F;41;290;174
52377028997121100;F;145;136;176
52461078506814300;F;56;170;148
52473823164089700;F;91;156;155
52625778789405500;F;42;199;174
52638818130282400;F;76;95;149
52699535297380300;F;26;272;191
52761657820488800;F;31;212;150
52892323730115900;F;28;59;187
53117583611115700;F;56;118;213
53159574411320600;F;119;95;210
53254526107602700;F;43;215;188
53462848730604500;F;135;143;220
53507883704245500;F;84;139;135
53607215661321700;F;137;235;137
53728793078086200;F;86;105;149
53909224560119500;F;43;88;131
53988020266446800;F;111;67;208
54124041140226200;F;89;87;209
54153673659484700;F;131;78;215
54200323252345500;F;92;247;191
54233415291931500;F;133;74;208
54429741957889300;F;101;107;142
54670632480001700;F;142;225;180
55063442262523400;F;55;147;179
55215357659661400;F;78;176;214
55285765983568900;F;63;294;172
55663109005511700;F;90;125;201
55707894365286700;F;77;281;175
55819440844549900;F;119;204;218
55938111890129600;F;48;277;196
55996257550941000;F;96;254;198
56098033020160000;F;102;294;210
56216331151158000;F;146;89;159
56220832792584700;F;134;64;151
56267697957675400;F;64;192;183
56295184240388300;F;44;125;190
56312631938259500;F;27;154;153
56459625020270300;F;147;61;217
56522448881624300;F;43;80;185
56601616254418700;F;116;68;155
56663230346961700;F;17;101;158
56697935439590200;F;58;270;181
56881660830404700;F;19;210;196
56912385443247100;F;21;63;142
56989256787314700;F;138;65;178
57345964890472800;F;80;298;163
57421016078195600;F;102;222;208
57703237405431300;F;27;252;134
57831761691900000;F;38;147;140
57859802166691200;F;106;120;145
57866401294655200;F;128;226;204
57948814792701100;F;98;79;190
58080530293140700;F;61;64;214
58108881065147100;F;126;280;208
58117137634727000;F;37;252;207
58346959474338600;F;29;191;185
58430046137834100;F;108;168;191
58444977858686100;F;54;131;205
58450851405511400;F;146;295;146
58456319932712700;F;97;136;189
58545771787737300;F;66;111;189
58566292773724700;F;21;54;187
58595568568149700;F;91;168;183
58666991772087000;F;109;76;176
58788009676065300;F;138;131;145
58830878969842600;F;15;149;163
58852817323486600;F;131;74;162
58864161166216400;F;123;227;181
58922677601391700;F;87;221;159
58922677601391700;F;87;221;159
58970239271920100;F;23;100;193
58989766190980400;F;28;117;216
59015889098337200;F;17;153;158
59574078610271200;F;61;155;202
59596188887492300;F;17;113;131
59616783154776100;F;35;87;215
59658743562839800;F;61;153;168
59660586724405400;F;150;128;172
59726836335374000;F;131;283;211
59797672991104500;F;117;273;194
60325743372751900;F;28;95;187
60524341917543200;F;149;242;152
60713769396009200;F;114;202;167
60720364967284600;F;24;243;167
60725883443393400;F;70;281;161
60730578378201900;F;33;225;138
60810765456975400;F;131;52;138
60871249136785000;F;84;138;191
61026141299691300;F;68;128;149
61097655557486400;F;25;183;143
61097655557486400;F;25;183;143
61223605937731400;F;16;93;188
61358404971429900;F;52;71;130
61433264817432700;F;81;177;134
61558076931520400;F;60;83;214
61561895696767300;F;50;243;193
61751440950068400;F;73;140;183
61956185384517300;F;134;169;170
61967322336340300;F;131;120;195
62125155263711500;F;30;72;130
62276483717714900;F;18;90;161
62345230423954900;F;116;191;202
62346971283171700;F;15;214;147
62387168025324800;F;83;288;204
62406358725742900;F;108;138;188
62566018587583800;F;134;282;177
62686907245692400;F;118;153;191
62696799741134200;F;124;292;137
62969614434421500;F;45;90;168
62991552740420900;F;52;50;192
63164085093322900;F;69;252;180
63184696324510600;F;101;51;158
63456329867697900;F;36;94;159
63489497315885400;F;83;120;205
63511892559679800;F;25;82;150
63526786624395500;F;81;224;146
63624066504587600;F;70;111;179
63680336288903500;F;76;103;199
63846598458606400;F;37;105;131
63898119266593100;F;130;66;207
64131173533034700;F;137;200;151
64197411732427800;F;76;188;180
64321233302106400;F;122;50;203
64579953184911700;F;132;97;173
64914223346052300;F;83;153;184
64986422479842300;F;64;193;215
65016238074362000;F;124;84;159
65130136019985300;F;25;289;170
65155645113848900;F;149;76;200
65234140695748500;F;56;300;213
65423432283119400;F;101;176;206
65563046934429700;F;69;217;132
65875204593294900;F;31;185;171
66007652521691700;F;82;100;147
66096019871012100;F;134;231;178
66405515335494000;F;116;283;185
66433216794665100;F;130;287;159
66458094292448600;F;81;85;168
66485287336672700;F;81;157;152
66493479570438600;F;66;157;161
66624151943432000;F;118;60;188
66793641203552600;F;93;184;138
66842843744038600;F;64;237;201
66876126277272700;F;74;244;201
66938102933822900;F;22;172;152
66961067518601600;F;59;216;185
66984140938594100;F;50;213;215
67126120063306400;F;133;147;144
67164291944351700;F;117;70;138
67212862998516100;F;150;102;144
67226892418684100;F;111;72;137
67242864764215500;F;69;133;185
67268287139369700;F;16;86;136
67290013176008700;F;125;290;211
67335151236625700;F;109;201;182
67401448116550500;F;84;225;169
67494812736266300;F;27;109;190
67677046505552200;F;57;134;202
67748797755276200;F;22;100;170
67767400874298500;F;98;79;166
67804753490552700;F;69;84;188
67877462426400200;F;20;186;188
68126643257745700;F;50;157;160
68302045355701700;F;148;166;136
68311585753591300;F;76;247;141
68331710528817300;F;39;254;218
68366004575714400;F;122;292;192
68374768097012900;F;26;95;133
68549553905040900;F;49;193;180
68550048247814600;F;82;110;158
68564185375132400;F;80;186;174
68681049824554400;F;70;253;174
68784157096544400;F;103;112;198
68855418895227900;F;138;57;199
68900803453407900;F;23;175;209
68937408407160000;F;126;180;178
69070167233652500;F;123;237;135
69168405620805800;F;150;61;219
69347821136246900;F;105;276;180
69362365029946100;F;53;287;167
69382069189911100;F;62;83;149
69458977358631400;F;137;144;155
69584654696207600;F;43;255;183
69835753004608800;F;46;132;153
69846146556044200;F;65;99;203
69914203064507700;F;35;171;215
69934717936906800;F;106;94;150
69949014973715400;F;121;61;153
69985152653310700;F;40;112;182
70033398573594600;F;65;267;185
70244646717759300;F;35;163;152
70255112188411200;F;136;218;176
70269009331509200;F;77;241;185
70305502080971500;F;62;235;217
70346314066285000;F;75;271;197
70504658810027600;F;45;247;167
70653311618124700;F;140;300;190
70895205960017200;F;15;199;142
70906266812363900;F;67;117;199
70910127855588800;F;93;231;150
70978907399187600;F;132;215;211
71103488354225000;F;52;190;199
71225670695216200;F;16;194;214
71266257636577400;F;150;50;217
71279316539065900;F;46;176;169
71296670774182600;F;115;211;180
71344527382311300;F;81;58;166
71547486899767500;F;150;105;208
71885719553696800;F;127;169;215
72026371503714700;F;62;61;160
72035257746642500;F;140;249;179
72490975372161300;F;128;127;196
72576128651017500;F;143;117;152
72578562718620700;F;87;212;141
72650567277141300;F;113;101;184
72730333492244400;F;141;157;188
72866131307771700;F;79;181;143
72895416674749700;F;28;83;140
72957068535097100;F;33;254;154
73036211594151400;F;140;158;165
73239642268169500;F;18;181;186
73298214162555100;F;17;203;139
73529565075303100;F;28;288;159
73594963677238100;F;75;243;176
73654527328664200;F;25;103;182
73689468051945500;F;117;175;218
73885800853273100;F;123;207;183
74129182200000500;F;148;66;182
74214619267992000;F;93;79;164
74380946993625500;F;95;213;138
74426936592708200;F;85;119;159
74430969777125000;F;44;252;169
74434399933246000;F;17;154;167
74588304013053100;F;110;232;133
74598881587655300;F;96;300;191
74678628813928100;F;147;297;216
74712675678520300;F;103;218;166
74889369846298200;F;117;102;214
75049608830315000;F;23;249;154
75135440211681000;F;19;300;171
75170491771361500;F;44;107;132
75234500730529700;F;116;97;148
75492497582036300;F;63;85;218
75549050395928400;F;127;175;210
75597753701102900;F;31;51;163
75896896463163300;F;91;111;209
76080090682118000;F;28;249;181
76122999189022100;F;92;83;217
76170399732495400;F;37;202;198
76207607660739400;F;49;202;161
76220376036213500;F;67;250;212
76531077780013300;F;38;159;201
76623384640898200;F;27;282;168
76722012249212700;F;31;155;148
76847777355316900;F;20;221;147
76859957187923800;F;88;135;185
76990119602657000;F;67;100;192
77539036092418900;F;113;138;183
77618103720541900;F;148;53;160
77832116177974900;F;146;53;208
78000387065780800;F;59;63;171
78321645507986800;F;132;204;146
78357275172874600;F;27;191;143
78357275172874600;F;27;191;143
78469800510533500;F;59;87;148
78512774114237600;F;129;113;148
78720356507470700;F;71;191;186
78770447621166100;F;66;59;152
78975996967844800;F;123;108;198
79021529852301200;F;133;206;169
79163516707813400;F;102;193;178
79190551479536900;F;79;102;207
79191152065918900;F;119;85;201
79314381047646700;F;128;212;174
79332910338274900;F;127;144;213
79336607694039300;F;51;206;165
79341762931021000;F;116;89;166
79480310964994200;F;66;185;171
79495633851455700;F;142;62;196
79563752711447500;F;21;168;171
79563752711447500;F;21;168;171
79715195061064800;F;142;244;136
79849157827017400;F;143;93;188
79969986212365700;F;83;289;187
79980128131568100;F;83;297;202
79998093796580500;F;15;83;203
80239567879709700;F;136;69;178
80294630432490500;F;24;64;150
80372774262587500;F;59;170;159
80501714318290200;F;32;141;198
80589521946454000;F;137;62;171
80749427739949600;F;140;59;130
80769403089156200;F;74;262;215
80846005211952900;F;57;139;211
80856850334382500;F;115;127;176
80912392091612000;F;45;257;139
81044320904369500;F;104;223;218
81108088814123500;F;19;218;175
81587414983592900;F;146;57;158
81587414983592900;F;146;57;158
81969035818070300;F;112;140;182
82078597601653200;F;125;259;152
82229558917028800;F;82;204;155
82287073549883700;F;56;157;131
82550964745562800;F;26;107;178
82593023652019800;F;22;245;152
82717987736340300;F;132;159;187
83117297201004700;F;147;101;202
83401281427856600;F;53;167;205
83440561077479000;F;103;286;145
83599294027554100;F;145;150;217
83600778424050300;F;68;246;149
83699173855508600;F;146;126;173
83711786029345200;F;102;176;150
83717034693787000;F;62;182;210
83912667350216100;F;41;196;130
84201113101001400;F;17;160;196
84218608397848000;F;56;103;204
84276068146137100;F;130;107;169
84328782458177300;F;106;282;219
84430422205323300;F;72;261;166
84430975719994000;F;25;72;171
84670195106001800;F;28;299;218
84784038437034400;F;26;137;193
84822266229698500;F;135;68;199
84955308364752600;F;60;70;189
84986748431430300;F;62;175;218
85091158067067000;F;117;116;220
85151744858571500;F;116;244;144
85161968532662000;F;145;100;180
85163213333585500;F;101;121;150
85164427326690000;F;24;257;187
85231034561866700;F;30;79;177
85462348012370200;F;144;198;163
85468891903363200;F;54;242;141
85479931986921400;F;75;152;166
85510704911228100;F;111;180;185
85585329228456400;F;93;120;147
85785085007133000;F;98;107;180
86021572934253000;F;58;172;195
86021856060242300;F;18;83;171
86054162023919000;F;59;57;142
86225841291676000;F;27;225;178
86268866900085100;F;38;54;205
86332957238888300;F;107;216;173
86388495285384200;F;79;63;213
86602964960318200;F;112;240;187
86635550952997800;F;72;151;156
86658600761966200;F;57;149;151
86693666169855800;F;46;199;201
86745573057061700;F;20;224;177
86807164086405800;F;84;150;180
86807642888026500;F;111;73;216
86829369081265900;F;95;108;140
87033730041547500;F;107;261;130
87224393124686200;F;107;202;173
87294290543167400;F;117;144;185
87337874140714600;F;36;209;150
87354064504544500;F;135;268;132
87397997332897400;F;107;273;189
87548642215746100;F;94;136;178
87550054736206600;F;40;158;157
87813644122936300;F;49;300;169
87882526339995300;F;37;135;167
88099521162412200;F;90;257;151
88226129959904000;F;89;140;185
88254628638146300;F;121;152;205
88323343478964400;F;99;243;135
88387769975529100;F;54;165;204
88646159491876200;F;50;56;198
88720215383859000;F;65;71;166
88773944320774200;F;87;193;184
88809175706492500;F;95;242;198
88833305403545800;F;123;147;197
88842398184880300;F;56;157;193
88934948448377800;F;73;256;169
88946224024711500;F;36;212;143
89273352575148000;F;141;196;140
89572217479462800;F;99;204;199
89586283831203000;F;59;141;143
89635955423169700;F;35;129;188
89701317745921700;F;61;276;215
89701792300589600;F;77;151;187
89734480323749700;F;124;187;148
89859360116454000;F;44;229;169
89868565124932100;F;89;178;212
89898364594980000;F;51;281;195
89926862584893400;F;23;148;195
89984929460694600;F;16;126;162
90050174469792300;F;50;286;168
90186828892808300;F;64;122;203
90211363139717900;F;133;273;172
90279951579517900;F;113;91;182
90358825632001800;F;99;253;177
90369747639979700;F;149;110;203
90420042171613700;F;106;298;158
90445834789833500;F;23;242;141
90534233820451100;F;61;288;135
90546590805368700;F;87;100;174
90607805249305300;F;54;158;198
90798708648087400;F;91;117;210
90954128125065500;F;54;145;208
90988676622616300;F;91;88;182
