report_date;mealtime_id;user_id;food_id;food_category_ncode
2024-01-14;5;60720364967284600;2221;23
2024-01-09;2;68374768097012900;10885;51
2023-12-24;6;96920506223966300;9460;8
2024-01-02;5;89898364594980000;5323;7
2024-01-20;3;1912462881316600;831;45
2024-01-12;4;6737478143938540;1393;30
2023-12-20;6;12345427377467700;8001;6
2024-01-05;6;9556873535158300;9152;38
2024-01-04;6;41747917688935700;677;9
2023-12-21;1;27347433408725600;9044;40
2024-01-08;5;11970898488437400;2380;1
2024-01-06;4;63680336288903500;6720;11
2023-12-27;3;49796990193558300;6376;8
2024-01-07;2;11652344790860800;1612;11
2024-01-06;5;14223973489130100;12276;22
2024-01-31;1;20824107966800100;2040;11
2023-12-21;4;58922677601391700;1998;45
2024-01-10;5;87224393124686200;6332;17
2024-01-03;5;34370982531653200;12422;16
2024-01-27;1;11129870995340200;9985;45
2024-01-22;2;89926862584893400;12625;45
2023-12-23;2;22184004594936800;6435;45
2024-01-26;3;68549553905040900;12922;16
2023-12-31;4;57866401294655200;65;16
2023-12-28;4;91411590276036200;10885;45
2024-01-15;6;74712675678520300;3163;8
2023-12-23;2;19246623286337300;10239;35
2023-12-28;2;18670945430523600;522;16
2023-12-17;6;9280978144296370;1097;45
2023-12-24;5;50918692880268700;9399;50
2023-12-19;6;34726209195202900;12327;37
2024-01-01;5;56912385443247100;9394;11
2023-12-29;6;48808377324653100;12466;8
2023-12-29;4;18488430118691400;8788;47
2024-01-11;4;93865708344104000;1177;30
2024-01-18;1;68900803453407900;4185;45
2024-01-01;1;67290013176008700;11645;11
2023-12-16;6;15388268140836700;4797;0
2023-12-26;6;72035257746642500;5928;40
2023-12-22;4;90988676622616300;8499;24
2024-01-27;4;38381823474011100;11728;10
2024-01-30;4;72578562718620700;12659;3
2024-01-18;1;20878626943729300;3943;35
2023-12-22;3;90954128125065500;10781;51
2023-12-15;2;83599294027554100;5219;49
2024-01-13;2;58117137634727000;6769;45
2023-12-18;6;3670981486862750;3350;14
2023-12-27;6;61558076931520400;740;48
2024-01-24;6;2123093412618940;7982;45
2024-01-05;2;18625494227485200;12206;45
2024-01-30;3;54233415291931500;4960;45
2023-12-28;6;10880727674890500;3426;16
2024-01-19;6;75170491771361500;10169;50
2023-12-27;2;1340531402808340;10072;45
2024-01-14;1;39346207165900600;2730;17
2024-01-16;2;67242864764215500;1093;36
2024-01-26;2;62991552740420900;9535;29
2023-12-23;3;32872143299252800;10935;45
2024-01-28;4;41265387853971500;11906;12
2024-01-11;1;68681049824554400;12220;46
2023-12-24;4;20450631072150500;11746;17
2024-01-17;6;66493479570438600;11361;35
2024-01-29;5;22575177637982000;7230;6
2023-12-27;6;49796990193558300;845;14
2024-01-22;2;26026565731144900;2706;36
2024-01-14;3;32632265006770100;1843;20
2024-01-25;4;80589521946454000;8804;7
2023-12-24;6;93855220425162300;1560;34
2024-01-22;2;7536904239991960;4452;7
2024-01-02;1;83599294027554100;12208;16
2024-01-22;4;17966554323466800;1571;40
2024-01-15;6;23644318749544400;8829;27
2024-01-11;6;8156108982714930;7123;8
2023-12-31;2;82717987736340300;872;40
2024-01-12;2;43749694578765800;7053;3
2023-12-30;6;50616811673300700;5983;8
2023-12-30;4;553195254579784;3484;40
2024-01-22;2;76170399732495400;12795;45
2024-01-23;2;58450851405511400;2655;45
2024-01-04;4;39805720851862900;8785;14
2023-12-23;4;56663230346961700;12300;27
2023-12-29;6;18670945430523600;6222;46
2023-12-23;4;93855220425162300;10807;28
2024-01-25;4;24325747998892500;5575;6
2024-01-07;6;90546590805368700;5022;45
2024-01-24;1;62346971283171700;11585;45
2024-01-08;6;21876796702697200;6340;28
2023-12-30;3;8168499446346310;12537;48
2024-01-17;6;20117618910790100;5200;11
2024-01-18;2;62969614434421500;1270;11
2024-01-13;2;35960010976579400;12691;48
2023-12-17;6;52187904786759400;3457;11
2024-01-26;2;20806120312688400;9392;3
2023-12-27;5;30178741125282700;1720;45
2023-12-29;2;43366236139202100;5975;17
2023-12-26;3;15388268140836700;6246;45
2023-12-31;4;87813644122936300;11315;16
2024-01-24;3;87813644122936300;6458;3
2024-01-09;5;85151744858571500;1023;30
2023-12-19;4;66961067518601600;10047;1
2024-01-08;6;70895205960017200;8525;6
2024-01-06;3;88773944320774200;9751;11
2023-12-26;1;42660757284536700;7085;23
2023-12-15;2;12929278638001200;5108;9
2023-12-26;4;17966554323466800;8793;15
2024-01-14;4;7459898820148680;6481;8
2023-12-25;6;53117583611115700;2865;11
2023-12-28;2;74712675678520300;9411;27
2023-12-24;4;96855371084932000;11448;14
2024-01-10;2;21431549817374900;10205;20
2024-01-25;4;76122999189022100;364;17
2023-12-17;3;9197834176616510;11059;5
2023-12-21;3;69382069189911100;5910;23
2024-01-11;4;75049608830315000;10736;48
2023-12-21;6;17299205205867800;5557;10
2024-01-07;1;41790851622092900;6648;11
2024-01-10;4;51167863383870800;8826;51
2024-01-02;5;86225841291676000;7620;36
2023-12-31;3;45755875065586700;8496;23
2024-01-26;2;7781921475248140;8836;17
2023-12-24;4;57859802166691200;3310;45
2024-01-16;2;12857333461405500;3679;22
2023-12-25;6;4901810356524190;10474;47
2024-01-08;5;89926862584893400;3492;11
2023-12-23;5;5378436629381980;9275;51
2024-01-12;1;63489497315885400;12766;9
2023-12-19;4;79336607694039300;2494;27
2023-12-29;6;36440479209942600;3907;27
2024-01-10;3;16729755806855400;7273;27
2024-01-08;4;92963652529583800;11445;11
2024-01-20;2;32334981573177700;11835;14
2023-12-17;5;41214277520330800;8472;45
2024-01-16;6;14676415327745900;11914;2
2024-01-08;6;88934948448377800;6123;40
2024-01-23;1;85151744858571500;3503;9
2024-01-17;6;80912392091612000;12503;11
2024-01-26;2;23644318749544400;10826;14
2024-01-24;5;56912385443247100;1169;20
2023-12-28;4;62125155263711500;11113;46
2023-12-26;1;1423502656957990;8431;11
2024-01-29;3;18087784698742700;9372;47
2024-01-05;2;22817386690187900;8019;40
2023-12-25;1;21883524421966800;9841;9
2024-01-19;1;8944699021154080;1262;34
2023-12-15;2;90999509303124400;935;14
2024-01-25;5;7459898820148680;4483;45
2024-01-19;2;36108777124617000;1346;16
2024-01-02;6;16729755806855400;8892;11
2023-12-26;3;73298214162555100;5959;23
2024-01-08;3;74430969777125000;1702;9
2024-01-08;5;11065611116878500;5045;37
2023-12-15;6;82078597601653200;9249;45
2024-01-14;5;71279316539065900;7469;45
2023-12-16;2;58080530293140700;6188;16
2024-01-27;2;76207607660739400;6788;16
2024-01-13;3;79163516707813400;8227;14
2024-01-09;1;73036211594151400;4308;36
2024-01-06;5;55215357659661400;5994;16
2023-12-26;6;47385700197051800;10494;23
2024-01-25;6;1912462881316600;8810;45
2024-01-02;1;34462940441796100;6919;40
2024-01-30;4;38537826178782100;9512;2
2024-01-10;4;20955326577524000;10310;19
2024-01-16;3;41747917688935700;5984;29
2024-01-24;6;1662086802466260;3264;7
2024-01-18;3;3244414558285890;1125;17
2023-12-26;2;20484873050985500;5274;45
2024-01-02;4;93122062904678600;11589;20
2023-12-30;6;24325747998892500;7192;48
2024-01-21;6;69846146556044200;8376;48
2024-01-13;5;78321645507986800;3121;16
2024-01-29;5;43701103233715300;7629;46
2023-12-22;5;66842843744038600;6772;49
2024-01-17;5;50409020370296000;10518;47
2024-01-04;6;21619625274465000;1177;46
2024-01-03;5;42149220564096100;10960;3
2023-12-29;4;29918012319904500;9894;51
2024-01-17;3;77832116177974900;3686;14
2023-12-30;2;54670632480001700;6883;8
2023-12-31;4;94383225038227600;11988;13
2024-01-18;5;39177836392356900;90;45
2024-01-07;4;90999509303124400;12942;3
2023-12-24;5;58830878969842600;11167;1
2023-12-15;1;83401281427856600;11121;11
2024-01-07;4;41321039060342400;3102;16
2024-01-02;6;70305502080971500;8252;3
2023-12-25;5;2030556792288340;7060;21
2024-01-25;5;51124255394471700;1492;9
2024-01-06;5;79980128131568100;10208;45
2024-01-21;5;42400431901837000;9616;11
2024-01-19;6;83912667350216100;10404;16
2023-12-25;6;79980128131568100;1584;7
2024-01-14;3;2818230465916080;8747;5
2023-12-15;4;45341551774888400;1383;45
2023-12-21;6;67226892418684100;9063;14
2024-01-15;3;54670632480001700;3997;11
2023-12-26;5;15952707749553400;7080;45
2023-12-26;3;84430975719994000;2408;40
2024-01-09;6;63456329867697900;1680;3
2024-01-03;6;80846005211952900;10640;2
2023-12-29;5;89701792300589600;7603;14
2023-12-16;3;79336607694039300;5617;46
2024-01-23;4;50616811673300700;7270;42
2024-01-25;2;27899246322120500;9292;24
2023-12-19;2;8243338910257770;6332;9
2024-01-17;6;21619625274465000;10176;48
2023-12-27;2;14676415327745900;11039;45
2024-01-17;4;12345645993390200;6178;12
2024-01-27;3;96920506223966300;8400;11
2024-01-08;3;15952707749553400;11141;48
2024-01-12;2;63489497315885400;2313;16
2023-12-18;2;45280664616841900;2646;45
2024-01-19;2;41861405824115600;12244;45
2024-01-13;4;79980128131568100;6437;9
2024-01-26;5;62991552740420900;6019;40
2024-01-13;4;60720364967284600;896;45
2024-01-10;3;68374768097012900;12106;34
2024-01-18;3;96920506223966300;4605;45
2024-01-30;2;89898364594980000;12147;45
2024-01-22;3;1912462881316600;12564;16
2023-12-19;5;6737478143938540;2590;45
2024-01-10;1;12345427377467700;6697;23
2023-12-26;1;9556873535158300;9826;45
2023-12-30;1;41747917688935700;4914;16
2023-12-28;1;27347433408725600;11893;14
2024-01-16;3;11970898488437400;8268;1
2024-01-03;2;63680336288903500;10249;11
2023-12-31;5;49796990193558300;1251;49
2024-01-14;5;11652344790860800;2153;3
2024-01-21;4;14223973489130100;3309;11
2023-12-26;1;20824107966800100;6418;0
2024-01-21;6;58922677601391700;3759;5
2024-01-24;3;87224393124686200;2497;36
2023-12-19;6;34370982531653200;5108;10
2023-12-23;1;11129870995340200;436;17
2024-01-06;1;89926862584893400;6346;51
2024-01-21;1;22184004594936800;9169;27
2024-01-09;3;68549553905040900;1069;38
2024-01-13;4;57866401294655200;6386;5
2024-01-18;2;91411590276036200;11716;1
2024-01-09;1;74712675678520300;12654;11
2024-01-23;3;19246623286337300;9967;49
2024-01-10;1;18670945430523600;7235;45
2024-01-30;6;9280978144296370;9506;22
2024-01-06;4;50918692880268700;11621;8
2024-01-26;2;34726209195202900;11666;2
2024-01-31;4;56912385443247100;4966;35
2024-01-24;4;48808377324653100;11469;36
2024-01-22;1;18488430118691400;4657;8
2024-01-28;4;93865708344104000;9393;51
2023-12-28;3;68900803453407900;8279;21
2023-12-31;4;67290013176008700;7549;26
2023-12-29;3;15388268140836700;2186;17
2024-01-06;4;72035257746642500;7761;45
2024-01-27;3;90988676622616300;12469;22
2023-12-23;1;38381823474011100;5891;45
2024-01-27;1;72578562718620700;2549;45
2023-12-17;1;20878626943729300;2245;23
2023-12-22;5;90954128125065500;11020;49
2024-01-04;6;83599294027554100;12150;40
2024-01-10;6;58117137634727000;1721;30
2024-01-12;3;3670981486862750;7006;12
2023-12-22;6;61558076931520400;1071;45
2024-01-05;4;2123093412618940;11741;17
2024-01-13;1;18625494227485200;7538;22
2024-01-06;5;54233415291931500;10210;16
2024-01-17;6;10880727674890500;830;16
2024-01-14;5;75170491771361500;8501;16
2024-01-07;1;1340531402808340;5777;23
2023-12-29;5;39346207165900600;2128;0
2023-12-31;5;67242864764215500;4106;40
2024-01-08;6;62991552740420900;3525;20
2023-12-26;3;32872143299252800;4848;17
2023-12-29;5;41265387853971500;4904;34
2024-01-04;5;68681049824554400;10296;28
2024-01-01;1;20450631072150500;8103;11
2024-01-01;4;66493479570438600;10399;8
2024-01-16;5;22575177637982000;5558;0
2024-01-18;5;49796990193558300;2602;45
2024-01-05;3;26026565731144900;2974;0
2024-01-11;6;32632265006770100;9448;9
2024-01-31;2;80589521946454000;9573;11
2024-01-14;5;93855220425162300;7288;34
2024-01-17;3;7536904239991960;6031;16
2024-01-30;4;83599294027554100;6779;3
2024-01-05;1;17966554323466800;22;11
2024-01-17;1;23644318749544400;343;40
2023-12-19;2;8156108982714930;3376;52
2024-01-22;3;82717987736340300;4717;24
2023-12-20;1;43749694578765800;10533;21
2023-12-28;3;50616811673300700;1343;45
2023-12-22;1;553195254579784;8078;14
2024-01-24;5;76170399732495400;5862;45
2023-12-23;4;58450851405511400;10570;39
2023-12-27;5;39805720851862900;755;49
2024-01-20;3;56663230346961700;10158;45
2024-01-07;6;18670945430523600;10939;48
2024-01-04;2;93855220425162300;4441;3
2023-12-26;3;24325747998892500;9040;3
2024-01-09;1;90546590805368700;5194;48
2024-01-16;4;62346971283171700;1688;40
2023-12-18;3;21876796702697200;9615;17
2023-12-29;4;8168499446346310;5658;45
2024-01-26;6;20117618910790100;5455;45
2023-12-27;5;62969614434421500;3733;18
2024-01-19;2;35960010976579400;12513;11
2024-01-16;2;52187904786759400;2217;45
2024-01-20;4;20806120312688400;6409;45
2024-01-07;6;30178741125282700;12551;45
2024-01-09;2;43366236139202100;7902;1
2024-01-07;6;15388268140836700;5481;16
2023-12-24;2;87813644122936300;1656;50
2023-12-23;3;87813644122936300;5500;23
2023-12-18;2;85151744858571500;7486;22
2023-12-31;6;66961067518601600;6145;1
2024-01-17;6;70895205960017200;484;16
2024-01-25;4;88773944320774200;11890;7
2023-12-21;1;42660757284536700;2552;5
2023-12-19;3;12929278638001200;12270;45
2023-12-18;5;17966554323466800;6286;24
2024-01-28;5;7459898820148680;8286;3
2024-01-29;2;53117583611115700;11466;16
2023-12-16;2;74712675678520300;2612;8
2024-01-08;3;96855371084932000;9789;25
2024-01-09;5;21431549817374900;6238;45
2024-01-23;1;76122999189022100;3065;4
2023-12-25;1;9197834176616510;1672;45
2024-01-15;3;69382069189911100;6714;45
2024-01-08;5;75049608830315000;4801;27
2024-01-09;3;17299205205867800;5946;23
2024-01-01;5;41790851622092900;5248;11
2024-01-27;5;51167863383870800;3500;3
2024-01-08;2;86225841291676000;12956;1
2024-01-08;5;45755875065586700;4406;18
2023-12-21;3;7781921475248140;7312;16
2023-12-29;6;57859802166691200;12123;45
2023-12-29;2;12857333461405500;10575;34
2024-01-22;1;4901810356524190;2193;9
2024-01-22;1;89926862584893400;7241;43
2024-01-31;6;5378436629381980;3332;6
2023-12-17;4;63489497315885400;11908;45
2024-01-29;3;79336607694039300;2750;45
2024-01-29;4;36440479209942600;1494;27
2023-12-27;4;16729755806855400;7764;16
2024-01-30;4;92963652529583800;8905;50
2024-01-03;6;32334981573177700;6695;45
2024-01-09;2;76080090682118000;5359;11
2024-01-14;3;40076360745443900;11839;5
2024-01-03;3;80501714318290200;4849;11
2024-01-22;4;9470789941739930;5837;52
2024-01-24;4;93135896101126400;9190;45
2024-01-15;4;90534233820451100;9810;45
2024-01-06;4;35768941734476300;3909;23
2024-01-10;6;7306665794220790;8745;5
2023-12-22;1;87354064504544500;1915;0
2024-01-15;5;20955326577524000;7272;38
2023-12-30;2;15920699393557600;10337;0
2024-01-04;1;88226129959904000;11505;20
2024-01-26;5;43366236139202100;3543;49
2024-01-22;3;39877481215338900;2686;2
2024-01-14;6;45763870556081900;4953;49
2024-01-23;1;5240349846454520;3941;41
2024-01-02;4;4552453957427540;9199;38
2024-01-03;6;62686907245692400;2820;6
2023-12-27;1;76080090682118000;10663;11
2024-01-03;1;51645494157854600;8657;16
2023-12-15;5;71296670774182600;9146;45
2024-01-21;1;22582037958335800;8380;27
2024-01-17;4;92495360541964100;3981;23
2023-12-22;5;12391491249371600;9867;8
2024-01-14;1;95442580652973200;4388;45
2024-01-30;6;61223605937731400;9327;29
2023-12-31;3;9556873535158300;11299;45
2024-01-16;2;58346959474338600;2079;48
2024-01-27;5;91468652777006700;10869;45
2023-12-25;1;18672462524953300;7937;34
2024-01-31;2;52248883152857600;2158;45
2024-01-25;2;67748797755276200;1111;11
2024-01-25;3;83717034693787000;10644;2
2024-01-21;1;40076360745443900;8726;9
2024-01-22;1;68681049824554400;45;12
2024-01-21;1;91429393262071200;12704;45
2023-12-27;3;86807164086405800;6784;45
2024-01-04;3;31999385962461700;7412;1
2024-01-14;2;70978907399187600;3256;51
2024-01-04;6;31619863437531200;10856;45
2024-01-02;6;65234140695748500;9916;48
2024-01-04;5;54670632480001700;10895;45
